순번,SIDO,PLACE,LAT,MANAGER,LON,SSID,TEL,GU_DESC,JIBUN_ADDR,ROAD_ADDR,PLACE_DETAIL,MANUFACTURER,TYPE
465,부산광역시,반송2동 시장,35.2311218,부산광역시,129.1562102,Public WiFi,051-888-4604,해운대구,부산광역시 해운대구 반송2동 40-762,부산광역시 해운대구 윗반송로51번길 86,시장,LGU+,서민·복지시설
466,부산광역시,반송1동주민센터,35.2251983,부산광역시,129.1478078,Public WiFi,051-888-4604,해운대구,부산광역시 해운대구 반송동 717-5번지,부산광역시 해운대구 아랫반송로 16 (반송동),민원실,SKT,관공서
467,부산광역시,로뎀요양병원,35.2267783,부산광역시,129.1469633,Public WiFi,051-888-4604,해운대구,부산광역시 해운대구 반송1동 696-1,부산광역시 해운대구 아랫반송로1번길 27-3,병원,LGU+,서민·복지시설
468,부산광역시,대한적십자 해운대점,35.1625885,부산광역시,129.1623498,Public WiFi,051-888-4604,해운대구,부산광역시 해운대구 중1동 1394-385,부산광역시 해운대구 구남로29번길 38,민원실,KT,관공서
469,부산광역시,해운대해수욕장,35.157112,부산광역시,129.155395,Dynamic Busan,051-888-4604,해운대구,부산광역시 해운대구 우동 706,부산광역시 해운대구 우동 706,송림공원앞해변가,부산광역시,관광
470,부산광역시,해운대해수욕장,35.158309,부산광역시,129.157057,Dynamic Busan,051-888-4604,해운대구,부산광역시 해운대구 우동 699-8,부산광역시 해운대구 우동 699-8,포장마차촌앞해변가,부산광역시,관광
471,부산광역시,해운대해수욕장,35.160846,부산광역시,129.163499,Dynamic Busan,051-888-4604,해운대구,부산광역시 해운대구 중동 1411-14,부산광역시 해운대구 중동 1411-14,노보텔앞해변가,부산광역시,관광
472,부산광역시,해운대해수욕장,35.152417,부산광역시,129.152543,Dynamic Busan,051-888-4604,해운대구,부산광역시 해운대구 우동 710-1,부산광역시 해운대구 우동 710-1,동백섬등대광장,부산광역시,관광
473,부산광역시,해운대해수욕장,35.162449,부산광역시,129.163234,Dynamic Busan,051-888-4604,해운대구,부산광역시 해운대구 중동 1378-7,부산광역시 해운대구 중동1로 33-1,해운대시장입구(구청쪽),부산광역시,관광
474,부산광역시,해운대해수욕장,35.159546,부산광역시,129.168097,Dynamic Busan,051-888-4604,해운대구,부산광역시 해운대구 중동 1405-10,부산광역시 해운대구 해운대해변로 302,대림맨션앞도로변,부산광역시,관광
475,부산광역시,해운대해수욕장,35.158019,부산광역시,129.152419,Dynamic Busan,051-888-4604,해운대구,부산광역시 해운대구 중동 1439-32,부산광역시 해운대구 중동 1439-32,노보텔앞삼거리신호등,부산광역시,관광
476,부산광역시,해운대해수욕장,35.158573,부산광역시,129.154577,Dynamic Busan,051-888-4604,해운대구,부산광역시 해운대구 우동 1151-14,부산광역시 해운대구 우동 1151-14,동백사거리신호등,부산광역시,관광
477,부산광역시,해운대해수욕장,35.158386,부산광역시,129.157304,Dynamic Busan,051-888-4604,해운대구,부산광역시 해운대구 우동 760-3,부산광역시 해운대구 해운대해변로 203,오션스카이앞,부산광역시,관광
478,부산광역시,해운대해수욕장,35.159985,부산광역시,129.161167,Dynamic Busan,051-888-4604,해운대구,부산광역시 해운대구 우동 622-4,부산광역시 해운대구 해운대해변로 236,포장마차촌,부산광역시,관광
479,부산광역시,해운대해수욕장,35.159354,부산광역시,129.160371,Dynamic Busan,051-888-4604,해운대구,부산광역시 해운대구 우동 628-5,부산광역시 해운대구 해운대해변로 243,글로리콘도앞,부산광역시,관광
480,부산광역시,해운대해수욕장,35.159544,부산광역시,129.157988,Dynamic Busan,051-888-4604,해운대구,부산광역시 해운대구 중동 1412-1,부산광역시 해운대구 해운대해변로 277,삼거리길건너편,부산광역시,관광
481,부산광역시,해운대해수욕장,35.159959,부산광역시,129.162114,Dynamic Busan,051-888-4604,해운대구,부산광역시 해운대구 중동 1391-72,부산광역시 해운대구 해운대해변로265번길 6,해운대우체국주변,부산광역시,관광
482,부산광역시,해운대해수욕장,35.159959,부산광역시,129.162114,Dynamic Busan,051-888-4604,해운대구,부산광역시 해운대구 우동 620-3,부산광역시 해운대구 해운대해변로 264,관광사업소앞도로변,부산광역시,관광
483,부산광역시,해운대해수욕장,35.158638,부산광역시,129.158378,Dynamic Busan,051-888-4604,해운대구,부산광역시 해운대구 우동 622-31,부산광역시 해운대구 우동 622-31,공영주차장앞해변가,부산광역시,관광
484,부산광역시,해운대해수욕장,35.159039,부산광역시,129.160315,Dynamic Busan,051-888-4604,해운대구,부산광역시 해운대구 우동 620-3,부산광역시 해운대구 해운대해변로 264,관광사업소앞해변가,부산광역시,관광
485,부산광역시,해운대해수욕장,35.159668,부산광역시,129.166629,Dynamic Busan,051-888-4604,해운대구,부산광역시 해운대구 중동 1039-9,부산광역시 해운대구 중동 1039-9,엘시티앞해변가,부산광역시,관광
486,부산광역시,해운대해수욕장,35.159626,부산광역시,129.164829,Dynamic Busan,051-888-4604,해운대구,부산광역시 해운대구 중동 1055-5,부산광역시 해운대구 중동 1055-5,팔레드시즈앞해변가,부산광역시,관광
487,부산광역시,해운대해수욕장,35.159544,부산광역시,129.163032,Dynamic Busan,051-888-4604,해운대구,부산광역시 해운대구 중동 1408-17,부산광역시 해운대구 중동 1408-17,파라다이스호텔앞해변가,부산광역시,관광
488,부산광역시,해운대해수욕장,35.161028,부산광역시,129.163979,Dynamic Busan,051-888-4604,해운대구,부산광역시 해운대구 중동 1412-1,부산광역시 해운대구 해운대해변로 277,뉴비치호텔앞,부산광역시,관광
489,부산광역시,해운대해수욕장,35.159959,부산광역시,129.162114,Dynamic Busan,051-888-4604,해운대구,부산광역시 해운대구 중동 1383-9,부산광역시 해운대구 구남로 23,농협 맞은 편,부산광역시,관광
490,부산광역시,해운대해수욕장,35.159959,부산광역시,129.162114,Dynamic Busan,051-888-4604,해운대구,부산광역시 해운대구 중동 1393-5,부산광역시 해운대구 구남로 29,다비치안경점 앞,부산광역시,관광
491,부산광역시,시립미술관,35.165074,부산광역시,129.134747,Dynamic Busan,051-888-4604,해운대구,부산광역시 해운대구 우동 1413,부산광역시 해운대구 APEC로 58,시립미술관,부산광역시,지역문화시설
492,부산광역시,송정해수욕장,35.176043,부산광역시,129.197121,Dynamic Busan,051-888-4604,해운대구,부산광역시 해운대구 송정동 913-4,부산광역시 해운대구 송정동 913-4,송정해수욕장입구굴다리앞,부산광역시,관광
493,부산광역시,송정해수욕장,35.179815,부산광역시,129.205194,Dynamic Busan,051-888-4604,해운대구,부산광역시 해운대구 송정동 288-60,부산광역시 해운대구 송정동 288-60,죽도공원앞화장실,부산광역시,관광
494,부산광역시,송정해수욕장,35.179475,부산광역시,129.199578,Dynamic Busan,051-888-4604,해운대구,부산광역시 해운대구 송정동 712-1,부산광역시 해운대구 송정해변로 62,임해봉사실,부산광역시,관광
495,부산광역시,부산쇼핑관광센터,35.099516,부산광역시,129.031165,Public WiFi,051-888-4604,중구,부산광역시 중구 광복동 2가 1-2,부산광역시 중구 용두산길 37-55,센터,SKT,관광
496,부산광역시,중앙동주민센터,35.1013114,부산광역시,129.0353388,Public WiFi,051-888-4604,중구,부산광역시 중구 중앙동2가 19,부산광역시 중구 중앙대로 41번길 10,민원실,SKT,관공서
497,부산광역시,부평동주민센터,35.1003759,부산광역시,129.026537,Public WiFi,051-888-4604,중구,부산광역시 중구 부평동1가 30-27,부산광역시 중구 중구로29번길 23,민원실,SKT,관공서
498,부산광역시,부산항만공사,35.1091879,부산광역시,129.0387043,Public WiFi,051-888-4604,중구,부산광역시 중구 중앙동4가 79-9,부산광역시 중구 충장대로9번길 46,민원실,SKT,관공서
499,부산광역시,부산우체국,35.1034095,부산광역시,129.0359149,Public WiFi,051-888-4604,중구,부산광역시 중구 중앙동3가 1,부산광역시 중구 중앙대로 63,민원실,KT,관공서
500,부산광역시,부산시설공단,35.1002481,부산광역시,129.0359485,Public WiFi,051-888-4604,중구,부산광역시 중구 중앙동1가 26번지,부산광역시 중구 중앙대로 2,민원실,LGU+,관공서
501,부산광역시,부산근대역사관,35.1026408,부산광역시,129.0312665,Public WiFi,051-888-4604,중구,부산광역시 중구 대청동2가 24-2,부산광역시 중구 대청로104,역사관,KT,지역문화시설
502,부산광역시,보수종합시장,35.1042486,부산광역시,129.0218218,Public WiFi,051-888-4604,중구,부산광역시 중구 보수동3가 46-1,부산광역시 중구 보수대로 94,시장,SKT,서민·복지시설
503,부산광역시,보수새마을,35.1076372,부산광역시,129.0267276,Public WiFi,051-888-4604,중구,부산광역시 중구 보수동1가 산 3-148,부산광역시 중구 망양로319번길 26(보수동1가),보수새마을,LGU+,서민·복지시설
504,부산광역시,보수동 주민센터,35.106034,부산광역시,129.024948,Public WiFi,051-888-4604,중구,부산광역시 중구 보수동1가 48-2,부산광역시 중구 보수대로140번길61,민원실,LGU+,관공서
505,부산광역시,동광동주민센터,35.1050215,부산광역시,129.0345762,Public WiFi,051-888-4604,중구,부산광역시 중구 동광동5가 44-3,부산광역시 중구 동광길 49,민원실,SKT,관공서
506,부산광역시,대청동 주민센터,35.1042614,부산광역시,129.0309856,Public WiFi,051-888-4604,중구,부산광역시 중구 대청동2가 2,부산광역시 중구 대청로99번길 14-1,민원실,LGU+,관공서
507,부산광역시,대청(중앙)공원,35.109949,부산광역시,129.028003,Public WiFi,051-888-4604,중구,부산광역시 중구 영주동 10-16,부산광역시 중구 영주동 10-16,공원,SKT,관광
508,부산광역시,남포동주민센터,35.0973837,부산광역시,129.0316814,Public WiFi,051-888-4604,중구,부산광역시 중구 남포동4가 32-2,부산광역시 중구 자갈치로 68-1,민원실,SKT,관공서
509,부산광역시,남포 헌혈의집,35.0985173,부산광역시,129.0302287,Public WiFi,051-888-4604,중구,부산광역시 중구 남포동5가 3-7,부산광역시 중구 구덕로 50-1,헌혈의집,SKT,기타
510,부산광역시,국제시장,35.101124,부산광역시,129.0281055,Public WiFi,051-888-4604,중구,부산광역시 중구 신창동4가 40-1,부산광역시 중구 국제시장2길 29,"1~6공구(A,B동)",KT,서민·복지시설
511,부산광역시,중구청,35.1063131,부산광역시,129.0323972,Public WiFi,051-888-4604,중구,부산광역시 중구 대청동1가 1-4,부산광역시 중구 중구로 120,민원실,KT,관공서
512,부산광역시,중구사회복지관,35.1058133,부산광역시,129.0282338,Public WiFi,051-888-4604,중구,부산광역시 중구 대청동4가 75-7,부산광역시 중구 망양로 309,복지관,SKT,서민·복지시설
513,부산광역시,중구보건소,35.106252,부산광역시,129.032399,Public WiFi,051-888-4604,중구,부산광역시 중구 대청동1가 1-4,부산광역시 중구 중구로 120,민원실,SKT,관공서
514,부산광역시,중구노인복지회관 분관,35.104157,부산광역시,129.0261852,Public WiFi,051-888-4604,중구,부산광역시 중구 보수동1가 113,부산광역시 중구 책방골목길 3-1,회관,SKT,서민·복지시설
515,부산광역시,중구노인복지관,35.110185,부산광역시,129.0325002,Public WiFi,051-888-4604,중구,부산광역시 중구 영주동 287-9,부산광역시 중구 영주로 8-1,회관,KT,서민·복지시설
516,부산광역시,자갈치시장,35.096759,부산광역시,129.030491,Public WiFi,051-888-4604,중구,부산광역시 중구 남포동5가 105-1,부산광역시 중구 자갈치해안로 52,시장,KT,서민·복지시설
517,부산광역시,월드밸리상가,35.103226,부산광역시,129.029741,Public WiFi,051-888-4604,중구,부산광역시 중구 대청동3가 2,부산광역시 중구 대청로 60,상가,SKT,서민·복지시설
518,부산광역시,영주2동 주민센터,35.111563,부산광역시,129.031845,Public WiFi,051-888-4604,중구,부산광역시 중구 영주동 278-9,부산광역시 중구 동영로 71-2,민원실,LGU+,관공서
519,부산광역시,영주2동 원로의집,35.1138682,부산광역시,129.0320374,Public WiFi,051-888-4604,중구,부산광역시 중구 영주동 73-5번지,부산광역시 중구 동영로73번길 57-3,원로의집,SKT,서민·복지시설
520,부산광역시,영주1동주민센터,35.1111269,부산광역시,129.0349924,Public WiFi,051-888-4604,중구,부산광역시 중구 영주동 671-3,부산광역시 중구 대영로224번길 10,민원실,SKT,관공서
