지진해일대피소명,지진해일대피소구분,지진해일대피소유형,지진해일대피소유형구분,소재지도로명주소,소재지지번주소,위도,경도,수용가능면적,최대수용인원수,지진해일대피소운영상태,지진해일대피소전화번호,부대편의시설,주민대피지구명,주민대피지구내가구수,주민대피지구내거주인수,주민대피지구내재해약자수,내진적용여부,내진설계등급,해안선이격거리,해발높이,지진대피안내표지판수,긴급대피장소안내표지판수,지진대피로안내표지판수,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명,
삼목초장봉분교,지진대피소,옥외대피소,학교,인천광역시 옹진군 북도면장봉로 553  (인천삼목초등학교장봉분교),,37.5339109666,126.337600622,3000,300,Y,000-0000-0000,,주민대피소,,,,미적용,,,,,,,옹진군청,,2018-08-24,3580000,인천광역시 옹진군,
답동종합운동장,지진대피소,옥외대피소,기타,인천광역시 옹진군 대청면대청로 80,,37.8325360432,124.714010044,7200,576,Y,000-0000-0000,,주민대피소,,,,미적용,,,,,,,옹진군청,,2018-08-24,3580000,인천광역시 옹진군,
옥죽포어구적치장,지진대피소,옥외대피소,기타,인천광역시 옹진군 대청면대청북로 126,,37.8455557858,124.7070605,8890,711,Y,000-0000-0000,,주민대피소,,,,미적용,,,,,,,옹진군청,,2018-08-24,3580000,인천광역시 옹진군,
운동장,지진대피소,옥외대피소,기타,인천광역시 옹진군 대청면대청남로 522-1,,37.8147267278,124.686018904,2100,168,Y,000-0000-0000,,주민대피소,,,,미적용,,,,,,,옹진군청,,2018-08-24,3580000,인천광역시 옹진군,
대청중고등학교 운동장,지진대피소,옥외대피소,학교,인천광역시 옹진군 대청면대청로244번길 116-45  (대청중고등학교),,37.8325849185,124.693978876,5326,426,Y,000-0000-0000,,주민대피소,,,,미적용,,,,,,,옹진군청,,2018-08-24,3580000,인천광역시 옹진군,
대청초등학교운동장,지진대피소,옥외대피소,학교,인천광역시 옹진군 대청면대청로244번길 110  (대청초등학교),,37.8326013953,124.696844931,5306,424,Y,000-0000-0000,,주민대피소,,,,미적용,,,,,,,옹진군청,,2018-08-24,3580000,인천광역시 옹진군,
운동장,지진대피소,옥외대피소,학교,인천광역시 옹진군 대청면대청로 80,,37.8325360432,124.714010044,1920,153,Y,000-0000-0000,,주민대피소,,,,미적용,,,,,,,옹진군청,,2018-08-24,3580000,인천광역시 옹진군,
소청분교운동장,지진대피소,옥외대피소,학교,인천광역시 옹진군 대청면소청동로 69-13,,37.7737760297,124.750860391,2064,165,Y,000-0000-0000,,주민대피소,,,,미적용,,,,,,,옹진군청,,2018-08-24,3580000,인천광역시 옹진군,
물량장,지진대피소,옥외대피소,기타,인천광역시 옹진군 덕적면덕적북로518번길 13-11,,37.2518755464,126.116419858,13720,1098,Y,000-0000-0000,,주민대피소,,,,미적용,,,,,,,옹진군청,,2018-08-24,3580000,인천광역시 옹진군,
덕적초중고등학교 운동장,지진대피소,옥외대피소,학교,인천광역시 옹진군 덕적면덕적남로 15  (덕적초중고등학교),,37.2253805938,126.148196886,4152,332,Y,000-0000-0000,,주민대피소,,,,미적용,,,,,,,옹진군청,,2018-08-24,3580000,인천광역시 옹진군,
체육시설,지진대피소,옥외대피소,학교,인천광역시 옹진군 덕적면덕적남로 572,,37.2223714797,126.117715107,9480,758,Y,000-0000-0000,,주민대피소,,,,미적용,,,,,,,옹진군청,,2018-08-24,3580000,인천광역시 옹진군,
주차장,지진대피소,옥외대피소,기타,인천광역시 옹진군 덕적면 북리 490-3,,37.2639589762,126.102872604,1141,91,Y,000-0000-0000,,주민대피소,,,,미적용,,,,,,,옹진군청,,2018-08-24,3580000,인천광역시 옹진군,
십리포주차장,지진대피소,옥외대피소,기타,인천광역시 옹진군 영흥면영흥북로 382,,37.2814682181,126.486475484,4600,368,Y,000-0000-0000,,주민대피소,,,,미적용,,,,,,,옹진군청,,2018-08-24,3580000,인천광역시 옹진군,
십리포주차장,지진대피소,옥외대피소,기타,인천광역시 옹진군 영흥면영흥북로 411,,37.2803551968,126.483312265,3700,296,Y,000-0000-0000,,주민대피소,,,,미적용,,,,,,,옹진군청,,2018-08-24,3580000,인천광역시 옹진군,
선재초운동장,지진대피소,옥외대피소,학교,인천광역시 옹진군 영흥면선재로34번길 197  (영흥초등학교선재분교),,37.2370864388,126.534302253,2500,200,Y,000-0000-0000,,주민대피소,,,,미적용,,,,,,,옹진군청,,2018-08-24,3580000,인천광역시 옹진군,
영흥중운동장,지진대피소,옥외대피소,학교,인천광역시 옹진군 영흥면내동로 107,,37.2652080357,126.479420396,4000,320,Y,000-0000-0000,,주민대피소,,,,미적용,,,,,,,옹진군청,,2018-08-24,3580000,인천광역시 옹진군,
영흥초운동장,지진대피소,옥외대피소,학교,인천광역시 옹진군 영흥면영흥로 440-8  (영흥초등학교),,37.2537920088,126.466878907,7200,576,Y,000-0000-0000,,주민대피소,,,,미적용,,,,,,,옹진군청,,2018-08-24,3580000,인천광역시 옹진군,
영흥화력운동장,지진대피소,옥외대피소,기타,인천광역시 옹진군 영흥면 외리 368,,37.2406753705,126.457098812,10000,800,Y,000-0000-0000,,주민대피소,,,,미적용,,,,,,,옹진군청,,2018-08-24,3580000,인천광역시 옹진군,
에너지파크,지진대피소,옥외대피소,기타,인천광역시 옹진군 영흥면 외리 928-2,,,,6000,480,Y,000-0000-0000,,주민대피소,,,,미적용,,,,,,,옹진군청,,2018-08-24,3580000,인천광역시 옹진군,
이작2리목섬족구장,지진대피소,옥외대피소,기타,인천광역시 옹진군 자월면소이작로 245  (소이작분교),,37.1813062902,126.222118082,250,75,Y,000-0000-0000,,주민대피소,,,,미적용,,,,,,,옹진군청,,2018-08-24,3580000,인천광역시 옹진군,
이작분교운동장,지진대피소,옥외대피소,학교,인천광역시 옹진군 자월면대이작로 60  (인천남부초등학교이작분교),,37.1767640721,126.252761227,873,264,Y,000-0000-0000,,주민대피소,,,,미적용,,,,,,,옹진군청,,2018-08-24,3580000,인천광역시 옹진군,
자월분교운동장,지진대피소,옥외대피소,학교,인천광역시 옹진군 자월면자월서로 177  (용현남초등학교자월분교),,37.2530341156,126.306631267,3774,500,Y,000-0000-0000,,주민대피소,,,,미적용,,,,,,,옹진군청,,2018-08-24,3580000,인천광역시 옹진군,
승봉분교운동장,지진대피소,옥외대피소,학교,인천광역시 옹진군 자월면 승봉리 712,,37.1705456267,126.297319746,1200,400,Y,000-0000-0000,,주민대피소,,,,미적용,,,,,,,옹진군청,,2018-08-24,3580000,인천광역시 옹진군,
덕도초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 양주시 광적면 광적로224번길 122,경기도 양주시 광적면 석우리 525-14번지,37.8402760614,126.9774115561,1483,1798,Y,031-855-3069,,별도 지구지정사항 없음,,,,미적용,,,,,,,덕도초등학교,,2019-04-18,5590000,경기도 양주시,
조양중학교 운동장,지진대피소,옥외대피소,운동장,경기도 양주시 광적면 부흥로 757,경기도 양주시 광적면 가납리 856-19번지,37.8188341175,126.9797698811,4483,5434,Y,031-836-2185,,별도 지구지정사항 없음,,,,미적용,,,,,,,조양중학교,,2019-04-18,5590000,경기도 양주시,
효촌초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 양주시 광적면 화합로248번길 18,경기도 양주시 광적면 덕도리 755번지,37.8578855378,126.9633264271,3285,3982,Y,031-871-3172,,별도 지구지정사항 없음,,,,미적용,,,,,,,효촌초등학교,,2019-04-18,5590000,경기도 양주시,
삼상초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 양주시 장흥면 일영로 641,경기도 양주시 장흥면 삼상리 288번지,37.6997348931,126.9300510798,2087,2530,Y,031-855-8654,,별도 지구지정사항 없음,,,,미적용,,,,,,,삼상초등학교,,2019-04-18,5590000,경기도 양주시,
송추초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 양주시 장흥면 호국로 499,경기도 양주시 장흥면 교현리 119번지,37.7159612605,126.9706038931,4354,5278,Y,031-826-2013,,별도 지구지정사항 없음,,,,미적용,,,,,,,송추초등학교,,2019-04-18,5590000,경기도 양주시,
광숭초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 양주시 삼숭로58번길 100,경기도 양주시 삼숭동 186-6번지,37.8014832228,127.1070036429,2630,3188,Y,031-856-9671,,별도 지구지정사항 없음,,,,미적용,,,,,,,광숭초등학교,,2019-04-18,5590000,경기도 양주시,
덕현중학교 운동장,지진대피소,옥외대피소,운동장,경기도 양주시 고읍로35번길 21,경기도 양주시 고읍동 79-33번지,37.7999814571,127.0798986464,2462,2984,Y,031-856-9769,,별도 지구지정사항 없음,,,,미적용,,,,,,,덕현중학교,,2019-04-18,5590000,경기도 양주시,
덕현초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 양주시 부흥로 1989,경기도 양주시 고읍동 80-2번지,37.7988367031,127.0807376688,6603,8004,Y,031-847-7370,,별도 지구지정사항 없음,,,,미적용,,,,,,,덕현초등학교,,2019-04-18,5590000,경기도 양주시,
삼숭중학교 운동장,지진대피소,옥외대피소,운동장,경기도 양주시 삼숭로38번길 136,경기도 양주시 삼숭동 679-1번지,37.7974817312,127.1084513376,10026,12153,Y,031-840-8160,,별도 지구지정사항 없음,,,,미적용,,,,,,,삼숭중학교,,2019-04-18,5590000,경기도 양주시,
삼숭초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 양주시 삼숭로38번길 112,경기도 양주시 삼숭동 679-2번지,37.7963378750,127.1080636804,3424,4150,Y,031-840-7434,,별도 지구지정사항 없음,,,,미적용,,,,,,,삼숭초등학교,,2019-04-18,5590000,경기도 양주시,
덕정중학교 운동장,지진대피소,옥외대피소,운동장,경기도 양주시 화합로 1397,경기도 양주시 덕정동 151-10번지,37.8420561157,127.0634578186,5251,6365,Y,031-858-1074,,별도 지구지정사항 없음,,,,미적용,,,,,,,덕정중학교,,2019-04-18,5590000,경기도 양주시,
덕정초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 양주시 덕정1길 28,경기도 양주시 덕정동 123번지,37.8459212231,127.0633132811,5244,6356,Y,031-858-5726,,별도 지구지정사항 없음,,,,미적용,,,,,,,덕정초등학교,,2019-04-18,5590000,경기도 양주시,
덕계고등학교 운동장,지진대피소,옥외대피소,운동장,경기도 양주시 평화로1489번길 34,경기도 양주시 덕계동 524-1번지,37.8240352183,127.0479620539,10695,12963,Y,031-858-9694,,별도 지구지정사항 없음,,,,미적용,,,,,,,덕계고등학교,,2019-04-18,5590000,경기도 양주시,
덕산초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 양주시 평화로 1418-6,경기도 양주시 덕계동 420-1번지,37.8178099401,127.0473222708,6910,8376,Y,031-862-0927,,별도 지구지정사항 없음,,,,미적용,,,,,,,덕산초등학교,,2019-04-18,5590000,경기도 양주시,
회정초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 양주시 평화로 1567,경기도 양주시 회정동 344-1번지,37.8298897756,127.0518958138,6794,8235,Y,031-859-6215,,별도 지구지정사항 없음,,,,미적용,,,,,,,회정초등학교,,2019-04-18,5590000,경기도 양주시,
고암중학교 운동장,지진대피소,옥외대피소,운동장,경기도 양주시 고암길 305-18,경기도 양주시 덕정동 210번지,37.8341704861,127.0679497781,8755,10612,Y,031-859-2253,,별도 지구지정사항 없음,,,,미적용,,,,,,,고암중학교,,2019-04-18,5590000,경기도 양주시,
고암초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 양주시 고암길 320,경기도 양주시 덕정동 208-13번지,37.8351704993,127.0680074551,6166,7474,Y,031-858-5434,,별도 지구지정사항 없음,,,,미적용,,,,,,,고암초등학교,,2019-04-18,5590000,경기도 양주시,
덕정고등학교 운동장,지진대피소,옥외대피소,운동장,경기도 양주시 화합로 1488,경기도 양주시 고암동 121-1번지,37.8371956100,127.0715422188,8862,10742,Y,031-858-6383,,별도 지구지정사항 없음,,,,미적용,,,,,,,덕정고등학교,,2019-04-18,5590000,경기도 양주시,
칠봉초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 양주시 회정로 156,경기도 양주시 고암동 121번지,37.8378630148,127.0703159381,8366,10141,Y,031-859-2546,,별도 지구지정사항 없음,,,,미적용,,,,,,,칠봉초등학교,,2019-04-18,5590000,경기도 양주시,
회천중학교 운동장,지진대피소,옥외대피소,운동장,경기도 양주시 고암길 77,경기도 양주시 고암동 122-2번지,37.8323128983,127.0708674942,2137,2590,Y,031-864-9460,,별도 지구지정사항 없음,,,,미적용,,,,,,,회천중학교,,2019-04-18,5590000,경기도 양주시,
회천초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 양주시 고암길 73,경기도 양주시 고암동 122-1번지,37.8323046356,127.0695611641,7416,8989,Y,031-859-8893,,별도 지구지정사항 없음,,,,미적용,,,,,,,회천초등학교,,2019-04-18,5590000,경기도 양주시,
천보초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 양주시 옥정동로9가길 31-15,경기도 양주시 율정동 543-1번지,37.8336395854,127.0941216695,4567,5536,Y,031-866-0842,,별도 지구지정사항 없음,,,,미적용,,,,,,,천보초등학교,,2019-04-18,5590000,경기도 양주시,
신지초등학교,지진대피소,실내대피소,학교,경기도 양주시 백석읍 양주산성로574번길 20,경기도 양주시 백석읍 복지리 156번지,37.7885098990,126.9907119060,10349,3136,Y,031-836-8121,,별도 지구지정사항 없음,,,,적용,,,,,,,신지초등학교,,2019-04-18,5590000,경기도 양주시,
백석초등학교,지진대피소,실내대피소,학교,경기도 양주시 백석읍 중앙로223번길 10-11,경기도 양주시 백석읍 오산리 524번지,37.7959782091,126.9862145897,2027,614,Y,031-879-4803,,별도 지구지정사항 없음,,,,적용,,,,,,,백석초등학교,,2019-04-18,5590000,경기도 양주시,
은봉초등학교,지진대피소,실내대피소,학교,경기도 양주시 백석읍 꿈나무로 321,경기도 양주시 백석읍 복지리 303-8번지,37.7813373844,126.9835502711,10723,3249,Y,031-826-8453,,별도 지구지정사항 없음,,,,적용,,,,,,,은봉초등학교,,2019-04-18,5590000,경기도 양주시,
양주백석고등학교,지진대피소,실내대피소,학교,경기도 양주시 백석읍 꿈나무로 205,경기도 양주시 백석읍 오산리 554번지,37.7914555090,126.9866356698,11944,3619,Y,031-826-6413,,별도 지구지정사항 없음,,,,적용,,,,,,,양주백석고등학교,,2019-04-18,5590000,경기도 양주시,
에코스포츠센터,지진대피소,실내대피소,체육관,경기도 양주시 은현면 은남로 177,경기도 양주시 은현면 하패리 1077-4번지,37.8946320653,127.0107037062,1341,406,Y,031-8082-6932,,별도 지구지정사항 없음,,,,적용,,,,,,,양주시청,,2019-04-18,5590000,경기도 양주시,
한국외식과학고등학교,지진대피소,실내대피소,학교,경기도 양주시 남면 개나리18길 1,경기도 양주시 남면 신산리 186-2번지,37.8968013605,126.9800752245,2298,696,Y,031-863-6124,,별도 지구지정사항 없음,,,,적용,,,,,,,한국외식과학고등학교,,2019-04-18,5590000,경기도 양주시,
양주문화예술회관,지진대피소,실내대피소,학교,경기도 양주시 광적면 부흥로618번길 303,경기도 양주시 광적면 광석리 132번지,37.8130031783,126.9718222403,2799,848,Y,031-828-9723,,별도 지구지정사항 없음,,,,적용,,,,,,,양주문화예술회관,,2019-04-18,5590000,경기도 양주시,
